timestamp,amplitude,frequency
1746727315.801,0.088,528.473
1746727315.808,0.087,528.459
1746727315.814,0.087,528.443
1746727315.821,0.087,528.426
1746727315.826,0.087,528.416
1746727315.833,0.087,528.399
1746727315.837,0.087,528.390
1746727315.844,0.086,528.373
1746727315.849,0.086,528.363
1746727315.857,0.086,528.343
1746727315.903,0.085,528.235
1746727315.950,0.083,528.125
1746727316.001,0.082,528.003
1746727316.009,0.082,527.984
1746727316.015,0.082,527.970
1746727316.023,0.081,527.950
1746727316.074,0.080,527.829
1746727316.122,0.079,527.714
1746727316.130,0.079,527.694
1746727316.135,0.078,527.682
1746727316.144,0.078,527.662
1746727316.152,0.078,527.642
1746727316.157,0.078,527.631
1746727316.165,0.078,527.611
1746727316.173,0.077,527.591
1746727316.182,0.077,527.571
1746727316.190,0.077,527.551
1746727316.197,0.077,527.535
1746727316.205,0.077,527.515
1746727316.210,0.076,527.502
1746727316.218,0.076,527.482
1746727316.227,0.076,527.461
1746727316.233,0.076,527.447
1746727316.239,0.076,527.433
1746727316.248,0.075,527.410
1746727316.256,0.075,527.392
1746727316.261,0.075,527.379
1746727316.270,0.075,527.357
1746727316.327,0.073,527.217
1746727316.380,0.072,527.088
1746727316.439,0.070,526.943
1746727316.496,0.069,526.801
1746727316.544,0.068,526.681
1746727316.553,0.068,526.660
1746727316.557,0.067,526.649
1746727316.564,0.067,526.631
1746727316.568,0.067,526.621
1746727316.576,0.067,526.602
1746727316.581,0.067,526.591
1746727316.588,0.067,526.572
1746727316.590,0.067,526.567
1746727316.597,0.066,526.549
1746727316.601,0.066,526.540
1746727316.606,0.066,526.528
1746727316.612,0.066,526.512
1746727316.618,0.066,526.496
1746727316.625,0.066,526.480
1746727316.631,0.066,526.465
1746727316.637,0.065,526.450
1746727316.642,0.065,526.435
1746727316.650,0.065,526.417
1746727316.654,0.065,526.406
1746727316.661,0.065,526.389
1746727316.667,0.065,526.375
1746727316.674,0.065,526.357
1746727316.721,0.063,526.237
1746727316.852,0.060,525.903
1746727316.920,0.059,525.730
1746727316.928,0.058,525.708
1746727316.934,0.058,525.692
1746727316.939,0.058,525.681
1746727316.946,0.058,525.662
1746727316.954,0.058,525.642
1746727316.960,0.058,525.627
1746727316.967,0.058,525.608
1746727316.971,0.057,525.596
1746727316.981,0.057,525.572
1746727317.028,0.056,525.449
1746727317.079,0.055,525.318
1746727317.130,0.054,525.183
1746727317.188,0.053,525.032
1746727317.242,0.051,524.888
1746727317.251,0.051,524.866
1746727317.255,0.051,524.855
1746727317.264,0.051,524.832
1746727317.273,0.051,524.808
1746727317.278,0.051,524.795
1746727317.289,0.050,524.764
1746727317.577,0.044,523.993
1746727317.659,0.043,523.769
1746727317.731,0.041,523.571
1746727317.793,0.040,523.402
1746727317.830,0.039,523.298
1746727317.836,0.039,523.282
1746727317.844,0.039,523.259
1746727317.856,0.039,523.226
1746727317.863,0.038,523.206
1746727317.869,0.038,523.192
1746727317.875,0.038,523.174
1746727317.878,0.038,523.165
1746727317.884,0.038,523.148
